"Date","Time","Sky Condition (label)","Sky Condition","Precip Type (label)","Precip Type","Precip Rate (label)","Precip Rate","Grain Form (label)","Grain Form","Grain Size (mm)","HN24","H24W in Tube (weight of tube sample)","H Tube Sample (height of snow in tube)","H24W Can","Density p (kg/m3)","Density (%)","HST","HS","Settlement/Melt","Temp Surface","Temp 10cm","Temp 20cm","Temp Current","Temp Max","Temp Min","Wind Direction","Wind Speed (label)","Wind Speed","Observers Name","Comments","User ID","Timestamp","Last Updated","Created By","Updated By","Draft","IP","ID","Key"
"2020-02-05","07:00","Obscured","X","Snow","SN","","","Stellars and dendrites","sd","3","T","","","","","0.0","NC","89","0","-13.0","-10.0","-8.0","-10.0","-1.1","-7.2","","Calm","C","Benjamin Getraer","Yesterdays temperatures approached 0⁰C with fog and very light freezing rain at times, but temperatures have dropped significantly overnight. Gray Knob is currently in the clouds and lightly snowing.","snowplotter","2020-02-05 07:27:11","2020-02-05 07:27:11","snowplotter","snowplotter","0","174.242.84.141","4652","2z2th"
"2020-02-06","06:00","Overcast","OVC","Snow","SN","Moderate snowfall","S2","Stellars and dendrites","sd","3","5","4.0","5.0","0.0","80.0","8.0","5","94","0","-9.0","-11.0","-12.0","-7.7","-7.7","-12.7","","Calm","C","Jim","","snowplotter","2020-02-06 06:03:06","2020-02-06 06:03:06","snowplotter","snowplotter","0","174.196.204.97","4653","q5eu1"
"2020-02-07","05:57","Obscured","X","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.00","5","92","2","-3.0","-5.0","-5.0","3.8","4.4","-10.0","","Moderate","M","Jim","Coning at history pole.  Yesterday's accumulation on the 24 hour board melted over night.","snowplotter","2020-02-07 06:00:32","2020-02-07 06:00:32","snowplotter","snowplotter","0","174.196.206.22","4654","reum8"
"2020-02-08","06:01","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1","8","11.0","8.0","0.0","13","13","NC","97","3","-21.0","-19.0","-15.0","-17.7","4.4","-18.3","","Light","L","Jim","Drifting in the plot","snowplotter","2020-02-08 06:04:33","2020-02-08 06:04:33","snowplotter","snowplotter","0","174.242.75.155","4655","1zx7l"
"2020-01-20","05:50","Scattered","SCT","No precipitation","NO","","","","","","2","","","","","0.0","19","84","2","-20.0","-14.0","-10.0","-17.2","-5.5","-15.0","","Calm","C","Benjamin Getraer","Snow has stopped, with final storm depth settling to 19 cm. The storm had two recognizable phases, with warmer temperatures and larger snowflakes (5-10⁰ C warmer and almost twice as big) for the second phase yesterday afternoon. This distinction was also observed when resetting the HST board as snow cracked and separated neatly at that layer a few cm down.","snowplotter","2020-01-20 06:16:16","2020-01-20 06:16:16","snowplotter","snowplotter","0","174.242.79.28","4656","ecz8i"
"2020-01-20","06:30","Clear","CLR","No precipitation","NO","","","","","","","","","","","0.0","","","2","-22.0","-18.0","-10.0","-17.2","-15.6","-19.4","","Calm","C","Benjamin Getraer","No new snow.","snowplotter","2020-01-21 06:42:33","2020-01-21 06:42:33","snowplotter","snowplotter","0","174.242.79.253","4657","xda4u"
"2020-01-22","05:50","Obscured","X","No precipitation","NO","","","","","","","","","","","0.0","","82","","-13.0","-12.0","-10.0","-11.1","-13.8","-17.7","","Calm","C","Benjamin Getraer","","snowplotter","2020-01-22 06:02:30","2020-01-22 06:02:30","snowplotter","snowplotter","0","174.242.76.49","4658","ogip5"
"2020-01-23","05:55","Clear","CLR","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0.00","0.0","0","79","3","-9.0","-8.0","-10.0","-4.4","-3.8","-12.2","","Light","L","Jim","","snowplotter","2020-01-23 05:57:30","2020-01-23 05:57:30","snowplotter","snowplotter","0","174.242.77.204","4659","nkday"
"2020-01-24","05:50","Few","FEW","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0.00","0.0","0","79","0","-10.0","-10.0","-9.0","-3.3","0.0","-5.5","","Calm","C","Jim","","snowplotter","2020-01-24 05:52:06","2020-01-24 05:52:06","snowplotter","snowplotter","0","174.242.73.169","4660","bs6qo"
"2020-01-25","05:56","Few","FEW","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0.00","0.0","0","76","3","-5.0","-8.0","-7.0","1.1","1.1","-3.8","","Light","L","Jim","","snowplotter","2020-01-25 05:58:32","2020-01-25 05:58:32","snowplotter","snowplotter","0","174.196.202.204","4661","vve78"
"2020-01-26","06:00","Overcast","OVC","No precipitation","NO","","","","","0","6","14.0","6.0","0.0","233","23","NC","84","0","-3.0","-5.0","-6.0","0.0","2.2","-3.3","","Calm","C","Jim","Lot of wind before midnight.","snowplotter","2020-01-26 06:03:29","2020-01-26 06:03:29","snowplotter","snowplotter","0","174.242.74.53","4662","9pxmi"
"2020-01-27","06:03","Overcast","OVC","Snow","SN","Light snowfall","S1","Plates","pl","1","5","6.0","5.0","0.0","12","12.0","NC","86","3","-9.0","-8.0","-7.0","-5.0","0.5","-5.5","","Calm","C","Jim","Some drifting in the plot area","snowplotter","2020-01-27 06:06:53","2020-01-27 06:06:53","snowplotter","snowplotter","0","174.242.77.255","4663","4e7nl"
"2020-01-28","05:55","Obscured","X","No precipitation","NO","","","","","0","4","6.0","4.0","0.0","15","15.0","NC","89","1","-10.0","-9.0","-8.0","-7.7","-4.4","-7.7","","Calm","C","Jim","","snowplotter","2020-01-28 05:57:18","2020-01-28 05:57:18","snowplotter","snowplotter","0","174.242.79.76","4664","fk0fj"
"2020-01-29","05:53","Clear","CLR","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0.00","0.0","9","89","0","-18.0","-17.0","-13.0","-12.2","-6.1","-12.2","","Calm","C","Jim","Trace of ice and rime on the board.","snowplotter","2020-01-29 05:55:56","2020-01-29 05:55:56","snowplotter","snowplotter","0","174.196.203.194","4665","9pve4"
"2020-01-30","05:50","Clear","CLR","","","","","","","","","","","","","0.0","","89","0","-20.0","-16.0","-8.0","-12.2","-11.1","-13.8","","Calm","C","Benjamin Getraer","No new precipitation on this clear morning!","snowplotter","2020-01-30 06:12:38","2020-01-30 06:12:38","snowplotter","snowplotter","0","174.196.206.231","4666","4vm5e"
"2020-02-09","05:59","Clear","CLR","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0","0.0","9","97","0","-23.0","-20.0","-15.0","-16.7","-16.1","-21.1","","Calm","C","Jim","","snowplotter","2020-02-09 06:01:20","2020-02-09 06:01:20","snowplotter","snowplotter","0","174.242.70.3","4667","rukln"
"2020-02-09","06:02","Clear","CLR","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0","0.0","9","97","0","-23.0","-20.0","-15.0","-16.7","-16.1","-21.1","","Calm","C","Jim","","snowplotter","2020-02-09 06:04:09","2020-02-09 06:04:09","snowplotter","snowplotter","0","174.242.70.3","4668","x7tof"
"2020-02-10","06:03","Obscured","X","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1","3","3.0","3.0","0.0","10","10.0","NC","97","3","-9.0","-10.0","-9.0","-5.5","-5.5","-19.4","","Moderate","M","Jim","Drifting","snowplotter","2020-02-10 06:05:22","2020-02-10 06:05:22","snowplotter","snowplotter","0","174.196.200.2","4669","13ebo"
"2020-02-11","05:56","Scattered","SCT","No precipitation","NO","","","","","0","6","10.0","6.0","0.0","16","16","9","99","4","-14.0","13.0","-12.0","-7.2","-3.3","-7.7","","Calm","C","Jim","Drifting in the plot area","snowplotter","2020-02-11 06:00:08","2020-02-11 06:00:08","snowplotter","snowplotter","0","174.196.201.220","4670","rewgs"
"2020-02-12","05:21","Obscured","X","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1","T","0.0","0.0","0.0","0","0.0","NC","99","0","-11.0","-12.0","-12.0","-8.8","-0.5","-8.8","","Light","L","Jim","","snowplotter","2020-02-12 05:23:36","2020-02-12 05:23:36","snowplotter","snowplotter","0","174.196.207.92","4671","3v2nz"
"2020-02-13","06:00","Obscured","X","Snow","SN","Very light snowfall","S-1","Colums","cl","1","T","","","","","0.0","NC","99","","-10.0","-10.0","-8.0","-6.1","-7.2","-8.9","","Calm","C","Benjamin Getraer","Clouds have settled in overnight, with a light accumulation of snow falling over a thin frozen crust at the surface. Wind redistribution of snow continues to be significant. Gray Knob is in the clouds and snowing very lightly.","snowplotter","2020-02-13 06:24:44","2020-02-13 06:24:44","snowplotter","snowplotter","0","174.196.195.94","4672","s4fbq"
"2020-02-14","05:55","Obscured","X","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","1","5","5.0","5 0","","100","10","NC","104","0","-21.0","-12.0","-8.0","-20.0","-3.8","-12.2","","Light","L","Benjamin Getraer","After a day of light snow showers, heavier snowfall began yesterday evening as the temperature dropped below -10⁰ C. Overnight temps dropped precipitously and this morning Gray Knob is in the clouds with light snow showers of slightly rimed stellar crystals.","snowplotter","2020-02-14 06:22:46","2020-02-14 06:22:46","snowplotter","snowplotter","0","174.196.206.78","4673","kkout"
"2020-02-15","06:00","Clear","CLR","No precipitation","NO","","","","","","","","","","","0.0","7","104","0","-26.0","-20.0","-12.0","-20.0","-12.2","-23.0","","Calm","C","Benjamin Getraer","Cold clear weather continues through the morning.","snowplotter","2020-02-15 06:24:05","2020-02-15 06:24:05","snowplotter","snowplotter","0","174.242.76.61","4674","67va2"
"2020-02-16","05:55","Overcast","OVC","No precipitation","NO","","","","","","T","","","","","0.0","T","104","0","-12.0","-13.0","-13.0","-8.8","-7.7","-21.7","","Moderate","M","Benjamin Getraer","As temperatures warmed yesterday strong winds and clouds moved in. Large quantities of blowing dry snow from the several cm which fell a few days ago were transported in large drifts and windslabs, and then eroded and transported again as winds increased and changed direction to strong westerlies. This morning the snow boards at Gray Knob show dramatic drifting from 0- 2.5 cm due to high wind gusts overnight. Some very light snow showers were observed last night but it is unclear how much actually fell.","snowplotter","2020-02-16 06:15:46","2020-02-16 06:15:46","snowplotter","snowplotter","0","174.196.194.239","4675","w5idq"
"2020-02-17","05:50","Obscured","X","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","2","T","","","","","0.0","NC","101","3","-13.0","-10.0","-10.0","-8.8","-7.2","-8.8","","Light","L","Benjamin Getraer","Light snow is falling and being redistributed by lightly gusting wind which reaches the snowplot. The past few days have seen winds moving snow at treeline on north slope more than usual, leading to significant drifting even on exposed and typically thinly packed trails.","snowplotter","2020-02-17 06:19:04","2020-02-17 06:19:04","snowplotter","snowplotter","0","174.242.74.16","4676","fs10f"
"2020-02-18","06:00","Overcast","OVC","No precipitation","NO","","","","","","","","","","","0.0","T","99","2","-15.0","-15.0","-12.0","-9.4","-8.8","-14.4","","Calm","C","Benjamin Getraer","Skies cleared last night and have become cloudy again.","snowplotter","2020-02-18 06:28:56","2020-02-18 06:28:56","snowplotter","snowplotter","0","174.242.78.198","4677","ggtc0"
"2020-02-19","06:00","Overcast","OVC","No precipitation","NO","","","","","","2","","","","","0.0","1","99","2","-10.0","-9.0","-8.0","-7.7","1.1","-8.8","","Moderate","M","Benjamin Getraer","High winds began blasting the northern slopes early yesterday afternoon, intensifying into the evening. While the predominant wind direction on the ridge appeared southerly, Gray Knob hut and surrounding trails experienced winds down drafting from above and surface winds from north. These winds appeared to be in excess of 30-40 miles an hour at times, even at the surface below treeline, and caused significant disturbance to the snowpack.  

The resultant blowing snow was difficult to differentiate from freshly falling snow, and the drifting which occured as it settled left the Gray Knob snow boards with a 1-2 cm depth of wind hardened crust. This crust, along with the decrease of total snow depth, suggests that the plot experienced scouring and net loss of snow and is not representative of those areas where snow was deposited. 

Early yesterday evening, temperatures rapidly rose from the high single digits below (⁰C) to above freezing, slowly returning to colder temperatures overnight. The warm air did not appear to cause much melting as it moved in after dark.","snowplotter","2020-02-19 06:42:35","2020-02-19 06:42:35","snowplotter","snowplotter","0","174.196.205.99","4678","as49w"
"2020-02-20","05:59","Overcast","OVC","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0.00","0.0","T","99","0","-24.0","-22.0","-20.0","-20.0","-2.2","-20.0","","Calm","C","Jim","","snowplotter","2020-02-20 06:01:01","2020-02-20 06:01:01","snowplotter","snowplotter","0","174.242.74.243","4679","fa2cu"
"2020-02-21","05:52","Clear","CLR","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0.0","0.0","0","99","0","-26.0","-24.0","-19.0","-19.4","-15.5","-21.1","","Light","L","Jim","","snowplotter","2020-02-21 05:54:23","2020-02-21 05:54:23","snowplotter","snowplotter","0","174.196.197.234","4680","avrga"
"2020-02-22","05:51","Clear","CLR","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","99","0","-15.0","-16.0","-15.0","-11.6","-8.8","-21.1","","Light","L","Jim","","snowplotter","2020-02-22 05:53:50","2020-02-22 05:53:50","snowplotter","snowplotter","0","174.242.74.61","4681","80xuu"
"2020-02-23","05:55","Few, Overcast","FEW, OVC","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","99","0","-10.0","-11.0","-11.0","-5.5","-5.0","-11.6","","Light","L","Jim","","snowplotter","2020-02-23 05:57:03","2020-02-23 05:57:03","snowplotter","snowplotter","0","174.196.199.129","4682","csxyt"
"2020-02-24","05:33","Clear","CLR","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","99","0","-8.0","-9.0","-9.0","-2.7","1.1","-7.7","","Light","L","Jim","Coning at HS pole","snowplotter","2020-02-24 05:35:27","2020-02-24 05:35:27","snowplotter","snowplotter","0","174.242.75.253","4683","tabxx"
"2020-02-25","05:15","Overcast","OVC","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","97","2","-5.0","-5.0","-5.0","0.0","4.4","-3.8","","Calm","C","Jim","Coning at HS Pole","snowplotter","2020-02-25 05:17:15","2020-02-25 05:17:15","snowplotter","snowplotter","0","174.242.66.232","4684","522nx"
"2020-02-26","05:39","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","2","T","0.0","0.0","0.0","0","0.0","NC","99","0","-4.0","-4.0","-5.0","0.0","3.3","0.0","","Calm","C","Jim","","snowplotter","2020-02-26 05:40:48","2020-02-26 05:40:48","snowplotter","snowplotter","0","174.196.203.182","4685","dyjv8"
"2020-02-27","06:00","Obscured","X","Snow","SN","Moderate snowfall","S2","Stellars and dendrites","sd","1","4","7.0","3.5","","200","20.0","NC","102","1","-6.0","-6.0","-5.0","-2.7","2.0","-2.7","","Strong","S","Benjamin Getraer","Sky is obscured by clouds and blowing snow. Winds are quite strong even below treeline.","snowplotter","2020-02-27 06:40:52","2020-02-27 06:40:52","snowplotter","snowplotter","0","174.242.80.189","4686","t1ydt"
"2020-02-28","06:00","Scattered","SCT","No precipitation","NO","","","","","","20","25.0","18.0","","140","14","24","127","","-18.0","-10.0","-8.0","-14.4","-1.7","-12.2","","Moderate","M","Benjamin Getraer","Heavy dense snow was further compacted by strong winds yesterday. The fresh snow sits on top of a base of slightly hardened refrozen snow. The new snow accumulated in wind driven slabs that have a noticeable cohesive strength. Blowing winds caused snow to accumulate non-uniformly over the snow plot area, resulting in snow board and stake measurements which do not balance each other out.","snowplotter","2020-02-28 06:36:28","2020-02-28 06:36:28","snowplotter","snowplotter","0","174.242.77.39","4687","9o747"
"2020-02-29","06:00","Scattered","SCT","No precipitation","NO","","","","","","","","","","","0.0","","126","1","-17.0","-14.0","-10.0","-14.4","-10.6","-14.4","","Calm","C","Benjamin Getraer","Some light drifting observed on the snow boards. No new precipitation. Winds have calmed this morning.","snowplotter","2020-02-29 06:27:44","2020-02-29 06:27:44","snowplotter","snowplotter","0","174.196.205.43","4688","71xew"
"2020-03-01","06:00","Overcast","OVC","No precipitation","NO","","","","","","5","3.0","5.0","","60","6.0","5","130","1","-18.0","-16.0","-12.0","-17.2","-13.8","-16.6","","Calm","C","Benjamin Getraer","Snow fell lightly for most of yesterday afternoon, then tapered off as temperatures dropped further overnight. A thin overcast obscures the sunrise this morning. Happy March!","snowplotter","2020-03-01 06:28:20","2020-03-01 06:28:20","snowplotter","snowplotter","0","174.196.203.68","4689","j7r2b"
"2020-03-02","06:00","Overcast","OVC","","","","","","","","T","","","","","0.0","T","130","","-10.0","-14.0","-12.0","-5.0","-13.8","-17.2","","Calm","C","Benjamin Getraer","A thin overcast persisted for most of yesterday at Gray Knob, finally clearing just after nightfall. This morning the sky is overcast again with temperatures back in the single digits below (⁰C).","snowplotter","2020-03-02 06:26:11","2020-03-02 06:26:11","snowplotter","snowplotter","0","174.196.206.200","4690","ydvv5"
"2020-03-03","06:00","Obscured","X","No precipitation","NO","","","","","","T","","","","","0.0","T","127","3","-4.0","-7.0","-8.0","0.5","1.1","-13.8","","Calm","C","Benjamin Getraer","As yesterays overcast broke up slightly, temperatures warmed to above freezing and stayed that way overnight. Low fog obscures visibility early this morning.","snowplotter","2020-03-03 06:36:16","2020-03-03 06:36:16","snowplotter","snowplotter","0","174.196.205.34","4691","u81uz"
"2020-03-04","06:00","Obscured","X","No precipitation","NO","","","","","","1","","","","","0.0","1","122","7","-8.0","-4.0","-4.0","-3.3","3.9","0.5","","Light","L","Benjamin Getraer","Warm and mostly sunny conditions lasted for most of yesterday, becoming overcast and finally in the clouds with strong winds and rain. Temperatures dropped below freezing overnight, with 1 cm of snow deposited on the saturated rain-crusted base. Gray Knob remains in the clouds.","snowplotter","2020-03-04 06:35:03","2020-03-04 06:35:03","snowplotter","snowplotter","0","174.196.207.117","4692","qglyd"
"2020-03-05","05:58","Obscured","X","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0","0.0","T","122","0","-10.0","-11.0","-9.0","-7.7","2.2","-7.7","","Calm","C","Jim","","snowplotter","2020-03-05 06:00:01","2020-03-05 06:00:01","snowplotter","snowplotter","0","174.196.204.100","4693","rx3b5"
"2020-03-06","05:48","Broken","BKN","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","122","0","-11.0","-10.0","-9.0","-6.1","-3.8","-7.7","","Calm","C","Jim","","snowplotter","2020-03-06 05:50:10","2020-03-06 05:50:10","snowplotter","snowplotter","0","174.242.76.152","4694","v6kxo"
"2020-03-07","05:50","Few","FEW","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0","0.0","T","122","0","-20.0","-16.0","-15.0","-14.4","-3.8","-14.4","","Light","L","Jim","","snowplotter","2020-03-07 05:52:55","2020-03-07 05:52:55","snowplotter","snowplotter","0","174.196.203.114","4695","i7879"
"2020-03-08","05:57","Few","FEW","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","122","0","-14.0","-15.0","-14.0","-9.4","-6.1","-14.4","","Light","L","Jim","","snowplotter","2020-03-08 06:00:16","2020-03-08 06:00:16","snowplotter","snowplotter","0","174.242.71.2","4696","vdp8b"
"2020-03-09","05:44","Scattered","SCT","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","119","3","-4.0","-5.0","-7.0","1.1","1.1","-11.6","","Light","L","Jim","","snowplotter","2020-03-09 05:46:58","2020-03-09 05:46:58","snowplotter","snowplotter","0","174.242.66.143","4697","lmr9s"
"2020-03-10","05:54","Obscured","X","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","117","2","-3.0","-4.0","-4.0","4.4","7.2","-1.1","","Light","L","Jim","","snowplotter","2020-03-10 05:56:37","2020-03-10 05:56:37","snowplotter","snowplotter","0","174.196.205.65","4698","tg9yb"
"2020-03-11","05:52","Obscured","X","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0","0.0","T","112","5","-8.0","-7.0","-7.0","-5.0","7.2","-5.0","","Light","L","Jim","Coning around HS pole","snowplotter","2020-03-11 05:54:03","2020-03-11 05:54:03","snowplotter","snowplotter","0","174.196.201.35","4699","ga9wy"
"2020-03-12","06:25","Broken","BKN","No precipitation","NO","","","","","","T","","","","","0.0","T","110","2","-10.0","-8.0","-6.0","-4.4","-4.4","-7.2","","Calm","C","Benjamin Getraer","A light dusting of snow fell yesterday evening before skies cleared for the night. This morning a thin high overcast appears o have moved in.","snowplotter","2020-03-12 06:48:42","2020-03-12 06:48:42","snowplotter","snowplotter","0","174.196.207.214","4700","hnco8"
"2020-03-13","06:25","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites, Irregular crystals","sd, ir","0.5","T","","","","","0.0","T","110","","-5.0","-5.0","-6.0","-1.1","-0.5","-4.4","","Strong","S","Benjamin Getraer","After clearing last night, heavier clouds have moved in this morning with temperatures around freezing and very light blowing snow.","snowplotter","2020-03-13 06:49:31","2020-03-13 06:49:31","snowplotter","snowplotter","0","174.242.75.153","4701","phfl0"
"2020-03-14","06:25","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","1.5","T","","","","","0.0","NC","110","","-10.0","-7.0","-5.0","-6.6","1.1","-5.0","","Light","L","Benjamin Getraer","Snow transitioned to freezing rain and then rain yesterday, then cleared under an overcast towards the evening. Temperatures dropped below freezing again overnight, with a light dusting of cold new snow falling over a hard icy rain crust this morning.","snowplotter","2020-03-14 06:42:58","2020-03-14 06:42:58","snowplotter","snowplotter","0","174.196.198.251","4702","bwx93"
"2020-03-15","06:25","Scattered","SCT","No precipitation","NO","","","","","","","","","","","0.0","","110","","-18.0","-12.0","-10.0","-11.1","-4.4","-8.3","","Calm","C","Benjamin Getraer","High winds and light snow yesterday morning gave way to partly cloudy and sunny skies. Temperatures have dropped further this morning with lower winds and fewer clouds.","snowplotter","2020-03-15 06:52:58","2020-03-15 06:52:58","snowplotter","snowplotter","0","174.196.193.88","4703","jz810"
"2020-03-16","06:25","Clear","CLR","","","","","","","","","","","","","0.0","","110","","-22.0","-18.0","-12.0","-13.8","-7.2","-13.8","","Calm","C","Benjamin Getraer","Skies continued to clear yesterday afternoon as temperatures dropped again. No precipitation in the past 24 hrs.","snowplotter","2020-03-16 06:49:02","2020-03-16 06:49:02","snowplotter","snowplotter","0","174.242.69.9","4704","1v0b1"
"2020-03-17","06:25","Broken","BKN","No precipitation","NO","","","","","","","","","","","0.0","","110","","-12.0","-12.0","-12.0","-5.5","-7.2","-14.4","","Light","L","Benjamin Getraer","Temperatures warmed slightly from yesterday morning's low. This morning has a low, thick, broken overcast.","snowplotter","2020-03-17 06:39:37","2020-03-17 06:39:37","snowplotter","snowplotter","0","174.242.79.150","4705","fk0pc"
"2020-03-18","05:51","Obscured","X","No precipitation","NO","","","","","0","T","0.0","0.0","0.0","0","0.0","T","109","1","-11.0","-10.0","-10.0","-7.2","-2.2","-7.2","","Light","L","Jim","","snowplotter","2020-03-18 05:53:52","2020-03-18 05:53:52","snowplotter","snowplotter","0","174.242.79.5","4706","y1irb"
"2020-03-19","05:56","Overcast","OVC","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","109","0","-8.0","-7.0","-7.0","-1.1","-1.1","-7.7","","Calm","C","Jim","","snowplotter","2020-03-19 05:58:42","2020-03-19 05:58:42","snowplotter","snowplotter","0","174.196.202.246","4707","qn6vg"
"2020-03-20","05:46","Overcast","OVC","Rain","RA","Light rain","RL","","","0","0","0.0","0.0","0.0","0","0.0","0","109","0","-2.0","-3.0","-5.0","5.5","7.2","-2.2","","Light","L","Jim","Sorry, no rain gauge","snowplotter","2020-03-20 05:48:43","2020-03-20 05:48:43","snowplotter","snowplotter","0","174.196.202.158","4708","ykzt"
"2020-03-21","05:59","Obscured","X","","","","","","","0","0","0.0","0.0","0.0","0","0.0","0","97","12","-14.0","-10.0","-10.0","-7.2","10.0","-7.2","","Calm","C","Jim","","snowplotter","2020-03-21 06:01:14","2020-03-21 06:01:14","snowplotter","snowplotter","0","174.196.192.128","4709","3l30t"
"2020-03-22","05:46","Clear","CLR","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","97","0","-22.0","-19.0","-15.0","-15.0","-0.5","-15.0","","Calm","C","Jim","","snowplotter","2020-03-22 05:48:57","2020-03-22 05:48:57","snowplotter","snowplotter","0","174.196.198.201","4710","jesw3"
"2020-03-31","05:40","Broken","BKN","Snow","SN","Very light snowfall","S-1","Ice pellets","ip","0.5","T","0.0","0.0","0.0","0","0.0","T","104","0","-6.0","-4.0","-2.0","-3.9","3.9","0.0","W","Calm","C","Justin Taylor","","snowplotter","2020-03-31 06:07:41","2020-03-31 06:07:41","snowplotter","snowplotter","0","174.242.66.165","4711","9o814"
"2020-04-01","05:55","Clear","CLR","No precipitation","NO","","","","","","","","","","","0.0","","104","0","-12.0","-6.0","-6.0","-3.9","0.5","-3.9","","Calm","C","Taylor Radigan","","snowplotter","2020-04-01 05:58:04","2020-04-01 05:58:04","snowplotter","snowplotter","0","174.242.70.181","4712","rtpfo"
"2020-04-02","06:07","Overcast","OVC","Snow","SN","Moderate snowfall","S2","Graupel","gp","1","2","20.0","2.0","0.0","125","13","NC","104","0","-6.0","-6.0","-4.0","-2.2","-1.1","-7.2","","Calm","C","Taylor Radigan","","snowplotter","2020-04-02 06:12:12","2020-04-02 06:12:12","snowplotter","snowplotter","0","174.196.206.225","4713","ttp7"
"2020-04-03","05:46","Overcast","OVC","Rain","RA","Light rain","RL","","","0","11","35.0","11.0","0.0","300","32","NC","120","0","-4.0","-4.0","-4.0","0.5","-0.5","-3.3","NE","Moderate","M","Taylor Radigan","Density is 318 g/m3","snowplotter","2020-04-03 06:09:43","2020-04-03 06:09:43","snowplotter","snowplotter","0","174.242.71.126","4714","x9s9m"
"2020-04-04","07:00","Broken","BKN","No precipitation","NO","","","","","0","2","6.0","2.0","0","300","30.0","14","118","2","-4.0","-7.0","-6.0","1.1","1.1","0.5","","Calm","C","Taylor Radigan","","snowplotter","2020-04-04 07:32:56","2020-04-04 07:32:56","snowplotter","snowplotter","0","174.242.77.112","4715","rud83"
"2020-04-05","07:00","Few","FEW","No precipitation","NO","","","","","0","0","0.0","0.0","0.0","0","0.0","0","115","3","-7.0","-6.0","-6.0","1.7","1.7","1.1","","Calm","C","Taylor Radigan","","snowplotter","2020-04-05 07:08:44","2020-04-05 07:08:44","snowplotter","snowplotter","0","174.242.65.239","4716","96jvg"
"2020-03-23","05:49","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","","0","0.0","0","97","0","-18.0","-18.0","-17.0","-10.0","-6.6","-15.0","","Calm","C","Jim","","fongemie","2020-04-05 13:17:10","2020-04-05 13:17:10","fongemie","fongemie","0","74.75.170.208","4717","24ghf"
"2020-03-24","05:50","Overcast","OVC","No precipitation","NO","","","","","","17","20.0","","0.0","117","12","NC","116","0","-7.0","-8.0","-8.0","-2.2","-1.6","-11.6","","Calm","C","Jim","","fongemie","2020-04-05 13:19:23","2020-04-05 13:19:23","fongemie","fongemie","0","74.75.170.208","4718","gfkp2"
"2020-03-25","05:53","Few","FEW","No precipitation","NO","","","","","","T","","","","0","0.0","21","116","0","-16.0","-16.0","-15.0","-7.2","-1.6","-7.7","","Calm","C","Matt rebolini","","fongemie","2020-04-05 13:21:38","2020-04-05 13:21:38","fongemie","fongemie","0","74.75.170.208","4719","lk3jc"
"2020-03-26","05:21","Few","FEW","No precipitation","NO","","","","","","0","","","","0","0.0","0","112","4","-14.0","-15.0","-15.0","-5.6","0.6","-7.8","","Calm","C","Matt rebolini","","fongemie","2020-04-05 13:23:24","2020-04-05 13:23:24","fongemie","fongemie","0","74.75.170.208","4720","ti06y"
"2020-03-27","05:23","Overcast","OVC","No precipitation","NO","","","","","","0","","","","0","0.0","","107","5","-7.0","-7.0","-6.0","-2.2","4.4","-6.1","","Light","L","Matt rebolini","","fongemie","2020-04-05 13:25:06","2020-04-05 13:25:06","fongemie","fongemie","0","74.75.170.208","4721","csagm"
